"TIME","GEO","UNIT","TENURE","C_BIRTH","SEX","AGE","Value","Flag and Footnotes"
"2019","Latvia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","85.7",""
"2019","Latvia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","82.3",""
"2019","Latvia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","85.7",""
"2019","Latvia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","82.3",""
"2019","Latvia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Owner","Foreign country","Males","18 years or over","85.9",""
"2019","Latvia","Percentage","Owner","Foreign country","Females","18 years or over","80.8",""
"2019","Latvia","Percentage","Owner","Reporting country","Males","18 years or over","81.5",""
"2019","Latvia","Percentage","Owner","Reporting country","Females","18 years or over","80.3",""
"2019","Latvia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","12.6",""
"2019","Latvia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","32.9",""
"2019","Latvia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","12.6",""
"2019","Latvia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","32.9",""
"2019","Latvia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","14.3",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","17.7",""
"2019","Latvia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","14.3",""
"2019","Latvia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","17.7",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Foreign country","Males","18 years or over","14.1",""
"2019","Latvia","Percentage","Tenant","Foreign country","Females","18 years or over","19.2",""
"2019","Latvia","Percentage","Tenant","Reporting country","Males","18 years or over","18.5",""
"2019","Latvia","Percentage","Tenant","Reporting country","Females","18 years or over","19.7",""
"2019","Lithuania","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","98.2","u"
"2019","Lithuania","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","100.0","u"
"2019","Lithuania","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","98.2","u"
"2019","Lithuania","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","93.2",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","93.6",""
"2019","Lithuania","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","93.1",""
"2019","Lithuania","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","93.6",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Foreign country","Males","18 years or over","93.8",""
"2019","Lithuania","Percentage","Owner","Foreign country","Females","18 years or over","93.8",""
"2019","Lithuania","Percentage","Owner","Reporting country","Males","18 years or over","89.6",""
"2019","Lithuania","Percentage","Owner","Reporting country","Females","18 years or over","92.4",""
"2019","Lithuania","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","1.8","u"
"2019","Lithuania","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","0","u"
"2019","Lithuania","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","1.8","u"
"2019","Lithuania","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","6.8",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","6.4",""
"2019","Lithuania","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","6.9",""
"2019","Lithuania","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","6.4",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Foreign country","Males","18 years or over","6.2",""
"2019","Lithuania","Percentage","Tenant","Foreign country","Females","18 years or over","6.2",""
"2019","Lithuania","Percentage","Tenant","Reporting country","Males","18 years or over","10.4",""
"2019","Lithuania","Percentage","Tenant","Reporting country","Females","18 years or over","7.6",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","59.8",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","61.1",""
"2019","Luxembourg","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","60.1",""
"2019","Luxembourg","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","61.6",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","45.0",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","52.7",""
"2019","Luxembourg","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","43.0",""
"2019","Luxembourg","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","51.0",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Foreign country","Males","18 years or over","56.2",""
"2019","Luxembourg","Percentage","Owner","Foreign country","Females","18 years or over","58.9",""
"2019","Luxembourg","Percentage","Owner","Reporting country","Males","18 years or over","85.4",""
"2019","Luxembourg","Percentage","Owner","Reporting country","Females","18 years or over","85.3",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","40.2",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","38.9",""
"2019","Luxembourg","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","39.9",""
"2019","Luxembourg","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","38.4",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","55.0",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","47.3",""
"2019","Luxembourg","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","57.0",""
"2019","Luxembourg","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","49.0",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Foreign country","Males","18 years or over","43.8",""
"2019","Luxembourg","Percentage","Tenant","Foreign country","Females","18 years or over","41.1",""
"2019","Luxembourg","Percentage","Tenant","Reporting country","Males","18 years or over","14.6",""
"2019","Luxembourg","Percentage","Tenant","Reporting country","Females","18 years or over","14.7",""
"2019","Hungary","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","85.6",""
"2019","Hungary","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","88.6",""
"2019","Hungary","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","85.6",""
"2019","Hungary","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","88.6",""
"2019","Hungary","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","95.9","u"
"2019","Hungary","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","79.3","u"
"2019","Hungary","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","95.9","u"
"2019","Hungary","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","79.3","u"
"2019","Hungary","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Foreign country","Males","18 years or over","87.8",""
"2019","Hungary","Percentage","Owner","Foreign country","Females","18 years or over","85.6",""
"2019","Hungary","Percentage","Owner","Reporting country","Males","18 years or over","92.0",""
"2019","Hungary","Percentage","Owner","Reporting country","Females","18 years or over","92.7",""
"2019","Hungary","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","14.4",""
"2019","Hungary","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","11.4",""
"2019","Hungary","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","14.4",""
"2019","Hungary","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","11.4",""
"2019","Hungary","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","4.1","u"
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","20.7","u"
"2019","Hungary","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","4.1","u"
"2019","Hungary","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","20.7","u"
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Foreign country","Males","18 years or over","12.2",""
"2019","Hungary","Percentage","Tenant","Foreign country","Females","18 years or over","14.4",""
"2019","Hungary","Percentage","Tenant","Reporting country","Males","18 years or over","8.0",""
"2019","Hungary","Percentage","Tenant","Reporting country","Females","18 years or over","7.3",""
"2019","Malta","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","51.5",""
"2019","Malta","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","69.9",""
"2019","Malta","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","56.9",""
"2019","Malta","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","66.7",""
"2019","Malta","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","53.5",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","58.1",""
"2019","Malta","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","48.7",""
"2019","Malta","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","55.4",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Owner","Foreign country","Males","18 years or over","52.9",""
"2019","Malta","Percentage","Owner","Foreign country","Females","18 years or over","61.4",""
"2019","Malta","Percentage","Owner","Reporting country","Males","18 years or over","81.9",""
"2019","Malta","Percentage","Owner","Reporting country","Females","18 years or over","81.3",""
"2019","Malta","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","48.5",""
"2019","Malta","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","30.1",""
"2019","Malta","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","43.1",""
"2019","Malta","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","33.3",""
"2019","Malta","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","46.5",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","41.9",""
"2019","Malta","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","51.3",""
"2019","Malta","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","44.6",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Foreign country","Males","18 years or over","47.1",""
"2019","Malta","Percentage","Tenant","Foreign country","Females","18 years or over","38.6",""
"2019","Malta","Percentage","Tenant","Reporting country","Males","18 years or over","18.1",""
"2019","Malta","Percentage","Tenant","Reporting country","Females","18 years or over","18.7",""
"2019","Netherlands","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","60.4",""
"2019","Netherlands","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","55.8",""
"2019","Netherlands","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","58.6",""
"2019","Netherlands","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","57.8",""
"2019","Netherlands","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","42.7",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","43.0",""
"2019","Netherlands","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","42.3",""
"2019","Netherlands","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","41.5",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Foreign country","Males","18 years or over","47.0",""
"2019","Netherlands","Percentage","Owner","Foreign country","Females","18 years or over","46.9",""
"2019","Netherlands","Percentage","Owner","Reporting country","Males","18 years or over","70.8",""
"2019","Netherlands","Percentage","Owner","Reporting country","Females","18 years or over","66.8",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","39.6",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","44.2",""
"2019","Netherlands","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","41.4",""
"2019","Netherlands","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","42.2",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","57.3",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","57.0",""
"2019","Netherlands","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","57.7",""
"2019","Netherlands","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","58.5",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Foreign country","Males","18 years or over","53.0",""
"2019","Netherlands","Percentage","Tenant","Foreign country","Females","18 years or over","53.1",""
"2019","Netherlands","Percentage","Tenant","Reporting country","Males","18 years or over","29.2",""
"2019","Netherlands","Percentage","Tenant","Reporting country","Females","18 years or over","33.2",""
"2019","Austria","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","31.2",""
"2019","Austria","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","34.9",""
"2019","Austria","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","31.6",""
"2019","Austria","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","35.0",""
"2019","Austria","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","24.4",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","26.6",""
"2019","Austria","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","23.9",""
"2019","Austria","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","26.5",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Owner","Foreign country","Males","18 years or over","27.5",""
"2019","Austria","Percentage","Owner","Foreign country","Females","18 years or over","30.5",""
"2019","Austria","Percentage","Owner","Reporting country","Males","18 years or over","63.1",""
"2019","Austria","Percentage","Owner","Reporting country","Females","18 years or over","59.5",""
"2019","Austria","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","68.8",""
"2019","Austria","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","65.1",""
"2019","Austria","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","68.4",""
"2019","Austria","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","65.0",""
"2019","Austria","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","75.6",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","73.4",""
"2019","Austria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","76.1",""
"2019","Austria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","73.5",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Foreign country","Males","18 years or over","72.5",""
"2019","Austria","Percentage","Tenant","Foreign country","Females","18 years or over","69.5",""
"2019","Austria","Percentage","Tenant","Reporting country","Males","18 years or over","36.9",""
"2019","Austria","Percentage","Tenant","Reporting country","Females","18 years or over","40.5",""
"2019","Poland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","74.5","u"
"2019","Poland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","77.7",""
"2019","Poland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","74.5","u"
"2019","Poland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","78.1",""
"2019","Poland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","52.9",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","58.1",""
"2019","Poland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","52.9",""
"2019","Poland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","57.9",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Owner","Foreign country","Males","18 years or over","59.4",""
"2019","Poland","Percentage","Owner","Foreign country","Females","18 years or over","62.3",""
"2019","Poland","Percentage","Owner","Reporting country","Males","18 years or over","84.6",""
"2019","Poland","Percentage","Owner","Reporting country","Females","18 years or over","84.1",""
"2019","Poland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","25.5","u"
"2019","Poland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","22.3",""
"2019","Poland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","25.5","u"
"2019","Poland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","21.9",""
"2019","Poland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","47.1",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","41.9",""
"2019","Poland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","47.1",""
"2019","Poland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","42.1",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Foreign country","Males","18 years or over","40.6",""
"2019","Poland","Percentage","Tenant","Foreign country","Females","18 years or over","37.7",""
"2019","Poland","Percentage","Tenant","Reporting country","Males","18 years or over","15.4",""
"2019","Poland","Percentage","Tenant","Reporting country","Females","18 years or over","15.9",""
"2019","Portugal","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","82.6",""
"2019","Portugal","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","71.3",""
"2019","Portugal","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","82.4",""
"2019","Portugal","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","71.9",""
"2019","Portugal","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","61.9",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","60.3",""
"2019","Portugal","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","61.5",""
"2019","Portugal","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","60.0",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Foreign country","Males","18 years or over","65.9",""
"2019","Portugal","Percentage","Owner","Foreign country","Females","18 years or over","62.7",""
"2019","Portugal","Percentage","Owner","Reporting country","Males","18 years or over","76.1",""
"2019","Portugal","Percentage","Owner","Reporting country","Females","18 years or over","75.0",""
"2019","Portugal","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","17.4",""
"2019","Portugal","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","28.7",""
"2019","Portugal","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","17.6",""
"2019","Portugal","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","28.1",""
"2019","Portugal","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","38.1",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","39.7",""
"2019","Portugal","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","38.5",""
"2019","Portugal","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","40.0",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
