"TIME","GEO","UNIT","TENURE","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2019","Latvia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","82.6",""
"2019","Latvia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","79.5",""
"2019","Latvia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Owner","Foreign country","Males","18 years or over","82.6",""
"2019","Latvia","Percentage","Owner","Foreign country","Females","18 years or over","79.3",""
"2019","Latvia","Percentage","Owner","Reporting country","Males","18 years or over","81.9",""
"2019","Latvia","Percentage","Owner","Reporting country","Females","18 years or over","80.6",""
"2019","Latvia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","16.2","u"
"2019","Latvia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Latvia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","16.2","u"
"2019","Latvia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Latvia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","17.4",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","20.5",""
"2019","Latvia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","17.4",""
"2019","Latvia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","20.5",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Latvia","Percentage","Tenant","Foreign country","Males","18 years or over","17.4",""
"2019","Latvia","Percentage","Tenant","Foreign country","Females","18 years or over","20.7",""
"2019","Latvia","Percentage","Tenant","Reporting country","Males","18 years or over","18.1",""
"2019","Latvia","Percentage","Tenant","Reporting country","Females","18 years or over","19.4",""
"2019","Lithuania","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","z"
"2019","Lithuania","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","z"
"2019","Lithuania","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","79.9","u"
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","90.8","u"
"2019","Lithuania","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","76.4","u"
"2019","Lithuania","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","90.8","u"
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Owner","Foreign country","Males","18 years or over","82.3","u"
"2019","Lithuania","Percentage","Owner","Foreign country","Females","18 years or over","90.8","u"
"2019","Lithuania","Percentage","Owner","Reporting country","Males","18 years or over","89.9",""
"2019","Lithuania","Percentage","Owner","Reporting country","Females","18 years or over","92.5",""
"2019","Lithuania","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","z"
"2019","Lithuania","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Lithuania","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","z"
"2019","Lithuania","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","20.1","u"
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","9.2","u"
"2019","Lithuania","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","23.6","u"
"2019","Lithuania","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","9.2","u"
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Lithuania","Percentage","Tenant","Foreign country","Males","18 years or over","17.7","u"
"2019","Lithuania","Percentage","Tenant","Foreign country","Females","18 years or over","9.2","u"
"2019","Lithuania","Percentage","Tenant","Reporting country","Males","18 years or over","10.1",""
"2019","Lithuania","Percentage","Tenant","Reporting country","Females","18 years or over","7.5",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","56.4",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","58.8",""
"2019","Luxembourg","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","56.6",""
"2019","Luxembourg","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","58.9",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","39.3",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","45.2",""
"2019","Luxembourg","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","36.8",""
"2019","Luxembourg","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","43.9",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Owner","Foreign country","Males","18 years or over","54.0",""
"2019","Luxembourg","Percentage","Owner","Foreign country","Females","18 years or over","56.4",""
"2019","Luxembourg","Percentage","Owner","Reporting country","Males","18 years or over","85.8",""
"2019","Luxembourg","Percentage","Owner","Reporting country","Females","18 years or over","84.9",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","43.6",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","41.2",""
"2019","Luxembourg","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","43.4",""
"2019","Luxembourg","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","41.1",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","60.7",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","54.8",""
"2019","Luxembourg","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","63.2",""
"2019","Luxembourg","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","56.1",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Luxembourg","Percentage","Tenant","Foreign country","Males","18 years or over","46.0",""
"2019","Luxembourg","Percentage","Tenant","Foreign country","Females","18 years or over","43.6",""
"2019","Luxembourg","Percentage","Tenant","Reporting country","Males","18 years or over","14.2",""
"2019","Luxembourg","Percentage","Tenant","Reporting country","Females","18 years or over","15.1",""
"2019","Hungary","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Owner","Foreign country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Owner","Foreign country","Females","18 years or over","100.0","u"
"2019","Hungary","Percentage","Owner","Reporting country","Males","18 years or over","91.9",""
"2019","Hungary","Percentage","Owner","Reporting country","Females","18 years or over","92.4",""
"2019","Hungary","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Hungary","Percentage","Tenant","Foreign country","Males","18 years or over",":","u"
"2019","Hungary","Percentage","Tenant","Foreign country","Females","18 years or over","0","u"
"2019","Hungary","Percentage","Tenant","Reporting country","Males","18 years or over","8.1",""
"2019","Hungary","Percentage","Tenant","Reporting country","Females","18 years or over","7.6",""
"2019","Malta","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","47.9",""
"2019","Malta","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","59.6","u"
"2019","Malta","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","52.2",""
"2019","Malta","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","62.1",""
"2019","Malta","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","33.6",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","53.7",""
"2019","Malta","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","21.6",""
"2019","Malta","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","46.5",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Owner","Foreign country","Males","18 years or over","39.4",""
"2019","Malta","Percentage","Owner","Foreign country","Females","18 years or over","55.6",""
"2019","Malta","Percentage","Owner","Reporting country","Males","18 years or over","81.8",""
"2019","Malta","Percentage","Owner","Reporting country","Females","18 years or over","81.0",""
"2019","Malta","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","52.1",""
"2019","Malta","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","40.4","u"
"2019","Malta","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","47.8",""
"2019","Malta","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","37.9",""
"2019","Malta","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","66.4",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","46.3",""
"2019","Malta","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","78.4",""
"2019","Malta","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","53.5",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Malta","Percentage","Tenant","Foreign country","Males","18 years or over","60.6",""
"2019","Malta","Percentage","Tenant","Foreign country","Females","18 years or over","44.4",""
"2019","Malta","Percentage","Tenant","Reporting country","Males","18 years or over","18.2",""
"2019","Malta","Percentage","Tenant","Reporting country","Females","18 years or over","19.0",""
"2019","Netherlands","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","62.6",""
"2019","Netherlands","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","53.3",""
"2019","Netherlands","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","61.9",""
"2019","Netherlands","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","54.5",""
"2019","Netherlands","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","23.7",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","39.3",""
"2019","Netherlands","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","18.5",""
"2019","Netherlands","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","35.4",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Owner","Foreign country","Males","18 years or over","45.1",""
"2019","Netherlands","Percentage","Owner","Foreign country","Females","18 years or over","47.7",""
"2019","Netherlands","Percentage","Owner","Reporting country","Males","18 years or over","69.1",""
"2019","Netherlands","Percentage","Owner","Reporting country","Females","18 years or over","64.7",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","37.4",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","46.7",""
"2019","Netherlands","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","38.1",""
"2019","Netherlands","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","45.5",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","76.3",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","60.7",""
"2019","Netherlands","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","81.5",""
"2019","Netherlands","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","64.6",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Netherlands","Percentage","Tenant","Foreign country","Males","18 years or over","54.9",""
"2019","Netherlands","Percentage","Tenant","Foreign country","Females","18 years or over","52.3",""
"2019","Netherlands","Percentage","Tenant","Reporting country","Males","18 years or over","30.9",""
"2019","Netherlands","Percentage","Tenant","Reporting country","Females","18 years or over","35.3",""
"2019","Austria","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","25.7",""
"2019","Austria","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","27.7",""
"2019","Austria","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","26.2",""
"2019","Austria","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","28.2",""
"2019","Austria","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","17.9",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","21.0",""
"2019","Austria","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","17.1",""
"2019","Austria","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","20.5",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Owner","Foreign country","Males","18 years or over","21.9",""
"2019","Austria","Percentage","Owner","Foreign country","Females","18 years or over","24.5",""
"2019","Austria","Percentage","Owner","Reporting country","Males","18 years or over","62.0",""
"2019","Austria","Percentage","Owner","Reporting country","Females","18 years or over","58.6",""
"2019","Austria","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","74.3",""
"2019","Austria","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","72.3",""
"2019","Austria","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","73.8",""
"2019","Austria","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","71.8",""
"2019","Austria","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","82.1",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","79.0",""
"2019","Austria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","82.9",""
"2019","Austria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","79.5",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Austria","Percentage","Tenant","Foreign country","Males","18 years or over","78.1",""
"2019","Austria","Percentage","Tenant","Foreign country","Females","18 years or over","75.5",""
"2019","Austria","Percentage","Tenant","Reporting country","Males","18 years or over","38.0",""
"2019","Austria","Percentage","Tenant","Reporting country","Females","18 years or over","41.4",""
"2019","Poland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Poland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Poland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Poland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Poland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","30.8",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","42.1",""
"2019","Poland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","30.8",""
"2019","Poland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","42.1",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Owner","Foreign country","Males","18 years or over","37.2",""
"2019","Poland","Percentage","Owner","Foreign country","Females","18 years or over","44.5",""
"2019","Poland","Percentage","Owner","Reporting country","Males","18 years or over","84.6",""
"2019","Poland","Percentage","Owner","Reporting country","Females","18 years or over","84.1",""
"2019","Poland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Poland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Poland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Poland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Poland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","69.2",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","57.9",""
"2019","Poland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","69.2",""
"2019","Poland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","57.9",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Poland","Percentage","Tenant","Foreign country","Males","18 years or over","62.8",""
"2019","Poland","Percentage","Tenant","Foreign country","Females","18 years or over","55.5",""
"2019","Poland","Percentage","Tenant","Reporting country","Males","18 years or over","15.4",""
"2019","Poland","Percentage","Tenant","Reporting country","Females","18 years or over","15.9",""
"2019","Portugal","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","61.8",""
"2019","Portugal","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","56.2",""
"2019","Portugal","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","62.2",""
"2019","Portugal","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","57.7",""
"2019","Portugal","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","31.6",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","31.0",""
"2019","Portugal","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","30.6",""
"2019","Portugal","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","30.3",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Owner","Foreign country","Males","18 years or over","37.9",""
"2019","Portugal","Percentage","Owner","Foreign country","Females","18 years or over","35.8",""
"2019","Portugal","Percentage","Owner","Reporting country","Males","18 years or over","76.1",""
"2019","Portugal","Percentage","Owner","Reporting country","Females","18 years or over","74.8",""
"2019","Portugal","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","38.2",""
"2019","Portugal","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","43.8",""
"2019","Portugal","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","37.8",""
"2019","Portugal","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","42.3",""
"2019","Portugal","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","68.4",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","69.0",""
"2019","Portugal","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","69.4",""
"2019","Portugal","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","69.7",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Portugal","Percentage","Tenant","Foreign country","Males","18 years or over","62.1",""
"2019","Portugal","Percentage","Tenant","Foreign country","Females","18 years or over","64.2",""
